domain,head_entity,tail_entity,ungrounded_question,grounded_question,ground_truth,head_sitelinks,tail_sitelinks
painting,Akseli Gallen-Kallela,The Enchantress,"When was the painting ""The Enchantress"" created?","When was Akseli Gallen-Kallela's painting ""The Enchantress"" created?",1890-01-01,51,0
painting,Akseli Gallen-Kallela,The Evening Sun on the Ukamba Savanna,"When was the painting ""The Evening Sun on the Ukamba Savanna"" created?","When was Akseli Gallen-Kallela's painting ""The Evening Sun on the Ukamba Savanna"" created?",1909-01-01,51,0
painting,Akseli Gallen-Kallela,The Fair Venla,"When was the painting ""The Fair Venla"" created?","When was Akseli Gallen-Kallela's painting ""The Fair Venla"" created?",1907-01-01,51,0
painting,Akseli Gallen-Kallela,The Forging of the Sampo,"When was the painting ""The Forging of the Sampo"" created?","When was Akseli Gallen-Kallela's painting ""The Forging of the Sampo"" created?",1893-01-01,51,1
painting,Akseli Gallen-Kallela,"The Forging of the Sampo, 1st sketch","When was the painting ""The Forging of the Sampo, 1st sketch"" created?","When was Akseli Gallen-Kallela's painting ""The Forging of the Sampo, 1st sketch"" created?",1891-01-01,51,0
painting,Akseli Gallen-Kallela,"The forging of the Sampo, Sketch for the cupola frescos of the Finnish Pavilion in Paris","When was the painting ""The forging of the Sampo, Sketch for the cupola frescos of the Finnish Pavilion in Paris"" created?","When was Akseli Gallen-Kallela's painting ""The forging of the Sampo, Sketch for the cupola frescos of the Finnish Pavilion in Paris"" created?",1899-01-01,51,0
painting,Akseli Gallen-Kallela,The Fratricide,"When was the painting ""The Fratricide"" created?","When was Akseli Gallen-Kallela's painting ""The Fratricide"" created?",1897-01-01,51,0
painting,Akseli Gallen-Kallela,The Future of Finland,"When was the painting ""The Future of Finland"" created?","When was Akseli Gallen-Kallela's painting ""The Future of Finland"" created?",1906-01-01,51,0
painting,Akseli Gallen-Kallela,The Gellért Hill Seen from the Korzó Café on the Bank of the Danube,"When was the painting ""The Gellért Hill Seen from the Korzó Café on the Bank of the Danube"" created?","When was Akseli Gallen-Kallela's painting ""The Gellért Hill Seen from the Korzó Café on the Bank of the Danube"" created?",1908-01-01,51,0
painting,Akseli Gallen-Kallela,The Giant Pike,"When was the painting ""The Giant Pike"" created?","When was Akseli Gallen-Kallela's painting ""The Giant Pike"" created?",1904-01-01,51,2
painting,Akseli Gallen-Kallela,The girl and the rooster,"When was the painting ""The girl and the rooster"" created?","When was Akseli Gallen-Kallela's painting ""The girl and the rooster"" created?",1886-01-01,51,0
painting,Akseli Gallen-Kallela,The Great Black Woodpecker,"When was the painting ""The Great Black Woodpecker"" created?","When was Akseli Gallen-Kallela's painting ""The Great Black Woodpecker"" created?",1893-01-01,51,1
painting,Akseli Gallen-Kallela,The Great Pike,"When was the painting ""The Great Pike"" created?","When was Akseli Gallen-Kallela's painting ""The Great Pike"" created?",1909-01-01,51,0
painting,Akseli Gallen-Kallela,The house of rune singer Pahkomi at Akonlahti,"When was the painting ""The house of rune singer Pahkomi at Akonlahti"" created?","When was Akseli Gallen-Kallela's painting ""The house of rune singer Pahkomi at Akonlahti"" created?",1890-01-01,51,0
painting,Akseli Gallen-Kallela,"The Inaugural Act of the Academy on July 15th, 1640","When was the painting ""The Inaugural Act of the Academy on July 15th, 1640"" created?","When was Akseli Gallen-Kallela's painting ""The Inaugural Act of the Academy on July 15th, 1640"" created?",1891-01-01,51,0
painting,Akseli Gallen-Kallela,"The Inaugural Ceremonies of the Academy on July 15th, 1640 in Turku","When was the painting ""The Inaugural Ceremonies of the Academy on July 15th, 1640 in Turku"" created?","When was Akseli Gallen-Kallela's painting ""The Inaugural Ceremonies of the Academy on July 15th, 1640 in Turku"" created?",1891-01-01,51,0
painting,Akseli Gallen-Kallela,The Indian Siu Ohutaa,"When was the painting ""The Indian Siu Ohutaa"" created?","When was Akseli Gallen-Kallela's painting ""The Indian Siu Ohutaa"" created?",1925-01-01,51,0
painting,Akseli Gallen-Kallela,The Island of the Blessed,"When was the painting ""The Island of the Blessed"" created?","When was Akseli Gallen-Kallela's painting ""The Island of the Blessed"" created?",1902-01-01,51,0
painting,Akseli Gallen-Kallela,The Kalela Porch,"When was the painting ""The Kalela Porch"" created?","When was Akseli Gallen-Kallela's painting ""The Kalela Porch"" created?",1900-01-01,51,0
painting,Akseli Gallen-Kallela,The Lair of the Lynx,"When was the painting ""The Lair of the Lynx"" created?","When was Akseli Gallen-Kallela's painting ""The Lair of the Lynx"" created?",1906-01-01,51,0
painting,Akseli Gallen-Kallela,The Lair of the Lynx (diagonal footprints),"When was the painting ""The Lair of the Lynx (diagonal footprints)"" created?","When was Akseli Gallen-Kallela's painting ""The Lair of the Lynx (diagonal footprints)"" created?",1906-01-01,51,0
painting,Akseli Gallen-Kallela,The Lamenting Boat,"When was the painting ""The Lamenting Boat"" created?","When was Akseli Gallen-Kallela's painting ""The Lamenting Boat"" created?",1906-01-01,51,0
painting,Akseli Gallen-Kallela,The Lamenting Boat (1924),"When was the painting ""The Lamenting Boat (1924)"" created?","When was Akseli Gallen-Kallela's painting ""The Lamenting Boat (1924)"" created?",1924-01-01,51,0
painting,Akseli Gallen-Kallela,The Lovers,"When was the painting ""The Lovers"" created?","When was Akseli Gallen-Kallela's painting ""The Lovers"" created?",1906-01-01,51,0
painting,Akseli Gallen-Kallela,The Oceanides,"When was the painting ""The Oceanides"" created?","When was Akseli Gallen-Kallela's painting ""The Oceanides"" created?",1909-01-01,51,0
painting,Akseli Gallen-Kallela,The Red Flag,"When was the painting ""The Red Flag"" created?","When was Akseli Gallen-Kallela's painting ""The Red Flag"" created?",1905-01-01,51,0
painting,Akseli Gallen-Kallela,The Rushes,"When was the painting ""The Rushes"" created?","When was Akseli Gallen-Kallela's painting ""The Rushes"" created?",1884-01-01,51,1
painting,Akseli Gallen-Kallela,The Slain Lemminkäinen,"When was the painting ""The Slain Lemminkäinen"" created?","When was Akseli Gallen-Kallela's painting ""The Slain Lemminkäinen"" created?",1899-01-01,51,0
painting,Akseli Gallen-Kallela,The Southern Cross over Africa,"When was the painting ""The Southern Cross over Africa"" created?","When was Akseli Gallen-Kallela's painting ""The Southern Cross over Africa"" created?",1909-01-01,51,0
painting,Akseli Gallen-Kallela,The storm,"When was the painting ""The storm"" created?","When was Akseli Gallen-Kallela's painting ""The storm"" created?",1901-01-01,51,0
painting,Akseli Gallen-Kallela,The Theft of the Sampo,"When was the painting ""The Theft of the Sampo"" created?","When was Akseli Gallen-Kallela's painting ""The Theft of the Sampo"" created?",1905-01-01,51,1
painting,Akseli Gallen-Kallela,The Veldt Ablaze at Ukamba,"When was the painting ""The Veldt Ablaze at Ukamba"" created?","When was Akseli Gallen-Kallela's painting ""The Veldt Ablaze at Ukamba"" created?",1909-01-01,51,0
painting,Akseli Gallen-Kallela,The Worshippers of Fire,"When was the painting ""The Worshippers of Fire"" created?","When was Akseli Gallen-Kallela's painting ""The Worshippers of Fire"" created?",1916-01-01,51,0
painting,Akseli Gallen-Kallela,Thunderclouds on the Horizon,"When was the painting ""Thunderclouds on the Horizon"" created?","When was Akseli Gallen-Kallela's painting ""Thunderclouds on the Horizon"" created?",1897-01-01,51,0
painting,Akseli Gallen-Kallela,Toriseva,"When was the painting ""Toriseva"" created?","When was Akseli Gallen-Kallela's painting ""Toriseva"" created?",1898-01-01,51,0
painting,Akseli Gallen-Kallela,Tranquil Evening,"When was the painting ""Tranquil Evening"" created?","When was Akseli Gallen-Kallela's painting ""Tranquil Evening"" created?",1890-01-01,51,0
painting,Akseli Gallen-Kallela,Tropical Fruits,"When was the painting ""Tropical Fruits"" created?","When was Akseli Gallen-Kallela's painting ""Tropical Fruits"" created?",1909-01-01,51,0
painting,Akseli Gallen-Kallela,Tropical Palm Tree by the Tana River,"When was the painting ""Tropical Palm Tree by the Tana River"" created?","When was Akseli Gallen-Kallela's painting ""Tropical Palm Tree by the Tana River"" created?",1909-01-01,51,0
painting,Akseli Gallen-Kallela,Tropical Sun,"When was the painting ""Tropical Sun"" created?","When was Akseli Gallen-Kallela's painting ""Tropical Sun"" created?",1909-01-01,51,0
painting,Akseli Gallen-Kallela,Turku Cathedral,"When was the painting ""Turku Cathedral"" created?","When was Akseli Gallen-Kallela's painting ""Turku Cathedral"" created?",1884-01-01,51,0
painting,Akseli Gallen-Kallela,Two Hartebeest,"When was the painting ""Two Hartebeest"" created?","When was Akseli Gallen-Kallela's painting ""Two Hartebeest"" created?",1909-01-01,51,0
painting,Akseli Gallen-Kallela,Uljaska as a Model for Väinämöinen,"When was the painting ""Uljaska as a Model for Väinämöinen"" created?","When was Akseli Gallen-Kallela's painting ""Uljaska as a Model for Väinämöinen"" created?",1890-01-01,51,0
painting,Akseli Gallen-Kallela,Untitled,"When was the painting ""Untitled"" created?","When was Akseli Gallen-Kallela's painting ""Untitled"" created?",1909-01-01,51,0
painting,Akseli Gallen-Kallela,Väinämöinen playing,"When was the painting ""Väinämöinen playing"" created?","When was Akseli Gallen-Kallela's painting ""Väinämöinen playing"" created?",1886-01-01,51,0
painting,Akseli Gallen-Kallela,Väinämöinen's Voyage,"When was the painting ""Väinämöinen's Voyage"" created?","When was Akseli Gallen-Kallela's painting ""Väinämöinen's Voyage"" created?",1909-01-01,51,0
painting,Akseli Gallen-Kallela,Valter Sjöberg,"When was the painting ""Valter Sjöberg"" created?","When was Akseli Gallen-Kallela's painting ""Valter Sjöberg"" created?",1919-01-01,51,0
painting,Akseli Gallen-Kallela,View from Eläintarha at Sunset,"When was the painting ""View from Eläintarha at Sunset"" created?","When was Akseli Gallen-Kallela's painting ""View from Eläintarha at Sunset"" created?",1886-01-01,51,0
painting,Akseli Gallen-Kallela,View from Fredrikinkatu,"When was the painting ""View from Fredrikinkatu"" created?","When was Akseli Gallen-Kallela's painting ""View from Fredrikinkatu"" created?",1883-01-01,51,0
painting,Akseli Gallen-Kallela,View from North Quay,"When was the painting ""View from North Quay"" created?","When was Akseli Gallen-Kallela's painting ""View from North Quay"" created?",1891-01-01,51,0
painting,Akseli Gallen-Kallela,View from the tower of Tarvaspää,"When was the painting ""View from the tower of Tarvaspää"" created?","When was Akseli Gallen-Kallela's painting ""View from the tower of Tarvaspää"" created?",1911-01-01,51,0
painting,Akseli Gallen-Kallela,View of Mount Kenya from Camp,"When was the painting ""View of Mount Kenya from Camp"" created?","When was Akseli Gallen-Kallela's painting ""View of Mount Kenya from Camp"" created?",1910-01-01,51,0
painting,Akseli Gallen-Kallela,View Over a Lake at Sunset,"When was the painting ""View Over a Lake at Sunset"" created?","When was Akseli Gallen-Kallela's painting ""View Over a Lake at Sunset"" created?",1905-01-01,51,0
painting,Akseli Gallen-Kallela,Vuokatti Mountain with Tar Boats,"When was the painting ""Vuokatti Mountain with Tar Boats"" created?","When was Akseli Gallen-Kallela's painting ""Vuokatti Mountain with Tar Boats"" created?",1890-01-01,51,0
painting,Akseli Gallen-Kallela,White Roses,"When was the painting ""White Roses"" created?","When was Akseli Gallen-Kallela's painting ""White Roses"" created?",1906-01-01,51,0
painting,Akseli Gallen-Kallela,Wild Angelica,"When was the painting ""Wild Angelica"" created?","When was Akseli Gallen-Kallela's painting ""Wild Angelica"" created?",1889-01-01,51,0
painting,Akseli Gallen-Kallela,Wilderness Lake,"When was the painting ""Wilderness Lake"" created?","When was Akseli Gallen-Kallela's painting ""Wilderness Lake"" created?",1892-01-01,51,0
painting,Akseli Gallen-Kallela,Winter,"When was the painting ""Winter"" created?","When was Akseli Gallen-Kallela's painting ""Winter"" created?",1903-01-01,51,0
painting,Akseli Gallen-Kallela,Winter landscape,"When was the painting ""Winter landscape"" created?","When was Akseli Gallen-Kallela's painting ""Winter landscape"" created?",1917-01-01,51,0
painting,Akseli Gallen-Kallela,Winter Landscape,"When was the painting ""Winter Landscape"" created?","When was Akseli Gallen-Kallela's painting ""Winter Landscape"" created?",1887-01-01,51,0
painting,Akseli Gallen-Kallela,"Winter, study for the Juselius Mausoleum frescoes","When was the painting ""Winter, study for the Juselius Mausoleum frescoes"" created?","When was Akseli Gallen-Kallela's painting ""Winter, study for the Juselius Mausoleum frescoes"" created?",1902-01-01,51,0
painting,Akseli Gallen-Kallela,Woman Cooking Whitefish ; Woman grilling fish,"When was the painting ""Woman Cooking Whitefish ; Woman grilling fish"" created?","When was Akseli Gallen-Kallela's painting ""Woman Cooking Whitefish ; Woman grilling fish"" created?",1886-01-01,51,0
painting,Akseli Gallen-Kallela,Woman on a Rooster Ryijy Rug,"When was the painting ""Woman on a Rooster Ryijy Rug"" created?","When was Akseli Gallen-Kallela's painting ""Woman on a Rooster Ryijy Rug"" created?",1888-01-01,51,1
painting,Akseli Gallen-Kallela,Woman with a Black Scarf,"When was the painting ""Woman with a Black Scarf"" created?","When was Akseli Gallen-Kallela's painting ""Woman with a Black Scarf"" created?",1903-01-01,51,0
painting,Akseli Gallen-Kallela,Wound Fever,"When was the painting ""Wound Fever"" created?","When was Akseli Gallen-Kallela's painting ""Wound Fever"" created?",1889-01-01,51,2
painting,Akseli Gallen-Kallela,Young faun,"When was the painting ""Young faun"" created?","When was Akseli Gallen-Kallela's painting ""Young faun"" created?",1904-01-01,51,0
painting,Akseli Gallen-Kallela,Zebras,"When was the painting ""Zebras"" created?","When was Akseli Gallen-Kallela's painting ""Zebras"" created?",1909-01-01,51,0
painting,Alan Bean,A Delicate Balance,"When was the painting ""A Delicate Balance"" created?","When was Alan Bean's painting ""A Delicate Balance"" created?",1986-01-01,58,0
painting,Alan Bean,A Fire to be Lighted,"When was the painting ""A Fire to be Lighted"" created?","When was Alan Bean's painting ""A Fire to be Lighted"" created?",1985-01-01,58,0
painting,Alan Bean,A Jewel in the Heavens,"When was the painting ""A Jewel in the Heavens"" created?","When was Alan Bean's painting ""A Jewel in the Heavens"" created?",2006-01-01,58,0
painting,Alan Bean,A Most Beautiful Moon,"When was the painting ""A Most Beautiful Moon"" created?","When was Alan Bean's painting ""A Most Beautiful Moon"" created?",1995-01-01,58,0
painting,Alan Bean,An American Success Story,"When was the painting ""An American Success Story"" created?","When was Alan Bean's painting ""An American Success Story"" created?",1987-01-01,58,0
painting,Alan Bean,A New Frontier,"When was the painting ""A New Frontier"" created?","When was Alan Bean's painting ""A New Frontier"" created?",1999-01-01,58,0
